Family,Collection,treatment,individual,sex,firststripe_(mm),secondstripe_(mm),orange_total,elytrasize,Lum_2stripe,UV_2stripe,SW_2stripe,MW_2stripe,LW_2stripe,DBL_2stripe,Meanref_2stripe,Lum_black,UV_black,SW_black,MW_black,LW_black,DBL_black,Meanref_black,Lum_1stripe,UV_1stripe,SW_1stripe,MW_1stripe,LW_1stripe,DBL_1stripe,Meanref_1stripe,bodysize_mg,eclosionfluid,care_low_high,orange_prop,firststripe_prop,secondstripe_prop
102,F30,0_hours,1,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.5,16.4,1,NA,NA,NA
102,F30,0_hours,3,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.9,16.5,1,NA,NA,NA
105,F30,0_hours,1,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.8,26.3,1,NA,NA,NA
105,F30,0_hours,2,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.8,25.7,1,NA,NA,NA
105,F30,0_hours,3,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.4,12.8,1,NA,NA,NA
105,F30,0_hours,4,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.9,12.6,1,NA,NA,NA
105,F30,0_hours,5,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,11.5,1,NA,NA,NA
105,F30,0_hours,6,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,10.8,1,NA,NA,NA
105,F30,0_hours,8,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.1,28.4,1,NA,NA,NA
105,F30,0_hours,11,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,12.5,1,NA,NA,NA
105,F30,0_hours,13,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.3,16.6,1,NA,NA,NA
105,F30,0_hours,14,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.5,15.4,1,NA,NA,NA
108,F30,0_hours,1,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.4,13.4,1,NA,NA,NA
108,F30,0_hours,2,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187.2,7.8,1,NA,NA,NA
108,F30,0_hours,3,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.8,28,1,NA,NA,NA
108,F30,0_hours,4,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196.7,16,1,NA,NA,NA
108,F30,0_hours,5,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179.8,16,1,NA,NA,NA
108,F30,0_hours,6,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.5,11.4,1,NA,NA,NA
108,F30,0_hours,7,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.6,14,1,NA,NA,NA
108,F30,0_hours,9,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.5,8.4,1,NA,NA,NA
108,F30,0_hours,10,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.8,7.3,1,NA,NA,NA
114,F30,0_hours,1,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.6,15.6,1,NA,NA,NA
114,F30,0_hours,2,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.3,11.2,1,NA,NA,NA
114,F30,0_hours,4,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.7,12.9,1,NA,NA,NA
114,F30,0_hours,5,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.7,6.1,1,NA,NA,NA
114,F30,0_hours,6,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169.9,15.2,1,NA,NA,NA
114,F30,0_hours,7,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.4,15.1,1,NA,NA,NA
114,F30,0_hours,13,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.3,2.9,1,NA,NA,NA
114,F30,0_hours,14,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.1,28.5,1,NA,NA,NA
114,F30,0_hours,18,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.5,22.6,1,NA,NA,NA
114,F30,0_hours,20,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.1,15.1,1,NA,NA,NA
117,F30,0_hours,1,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.8,8.1,1,NA,NA,NA
117,F30,0_hours,2,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.7,10.1,1,NA,NA,NA
117,F30,0_hours,3,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.3,17.6,1,NA,NA,NA
117,F30,0_hours,4,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.1,8.2,1,NA,NA,NA
117,F30,0_hours,5,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,0,1,NA,NA,NA
117,F30,0_hours,8,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.4,11.1,1,NA,NA,NA
117,F30,0_hours,9,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.1,14.9,1,NA,NA,NA
117,F30,0_hours,10,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.6,6.1,1,NA,NA,NA
117,F30,0_hours,11,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.9,18.8,1,NA,NA,NA
117,F30,0_hours,12,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.5,16.1,1,NA,NA,NA
120,F30,0_hours,3,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.6,3.1,1,NA,NA,NA
120,F30,0_hours,4,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.1,11.9,1,NA,NA,NA
120,F30,0_hours,5,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.5,25.3,1,NA,NA,NA
120,F30,0_hours,6,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171.5,33.7,1,NA,NA,NA
120,F30,0_hours,8,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195.5,8.2,1,NA,NA,NA
120,F30,0_hours,9,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.1,7.6,1,NA,NA,NA
120,F30,0_hours,10,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.1,15.4,1,NA,NA,NA
120,F30,0_hours,17,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,1,NA,NA,NA
126,F30,0_hours,1,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.5,11.7,1,NA,NA,NA
126,F30,0_hours,2,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179.9,25.5,1,NA,NA,NA
126,F30,0_hours,3,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.6,14.9,1,NA,NA,NA
126,F30,0_hours,4,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.9,7.1,1,NA,NA,NA
126,F30,0_hours,6,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.5,11.2,1,NA,NA,NA
126,F30,0_hours,8,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.9,14.2,1,NA,NA,NA
132,F30,0_hours,1,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171.5,25.9,1,NA,NA,NA
132,F30,0_hours,2,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,20.9,1,NA,NA,NA
132,F30,0_hours,4,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189.5,5.9,1,NA,NA,NA
132,F30,0_hours,5,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195.4,28.7,1,NA,NA,NA
132,F30,0_hours,6,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,4.7,1,NA,NA,NA
132,F30,0_hours,8,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204.7,20.4,1,NA,NA,NA
132,F30,0_hours,9,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.9,5.5,1,NA,NA,NA
132,F30,0_hours,10,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.8,27,1,NA,NA,NA
132,F30,0_hours,17,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.9,13.9,1,NA,NA,NA
132,F30,0_hours,20,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.5,13.7,1,NA,NA,NA
138,F30,0_hours,1,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,8.6,1,NA,NA,NA
138,F30,0_hours,2,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.6,9,1,NA,NA,NA
138,F30,0_hours,3,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,8.5,1,NA,NA,NA
138,F30,0_hours,5,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.3,15.6,1,NA,NA,NA
138,F30,0_hours,6,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.1,15.5,1,NA,NA,NA
138,F30,0_hours,7,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.3,10,1,NA,NA,NA
2165,F32,0_hours,3,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.3,20.2,1,NA,NA,NA
2165,F32,0_hours,7,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.6,8.4,1,NA,NA,NA
2165,F32,0_hours,8,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.1,12.6,1,NA,NA,NA
2165,F32,0_hours,9,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.4,18.3,1,NA,NA,NA
2165,F32,0_hours,10,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.4,12.4,1,NA,NA,NA
2165,F32,0_hours,13,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.4,16.8,1,NA,NA,NA
2165,F32,0_hours,14,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.9,15.3,1,NA,NA,NA
2165,F32,0_hours,16,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.9,6.5,1,NA,NA,NA
2165,F32,0_hours,18,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.1,8.6,1,NA,NA,NA
2165,F32,0_hours,19,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,2.2,1,NA,NA,NA
2171,F32,0_hours,9,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,23.6,1,NA,NA,NA
2171,F32,0_hours,12,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.7,26.2,1,NA,NA,NA
2171,F32,0_hours,14,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.3,20.4,1,NA,NA,NA
2171,F32,0_hours,17,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.6,20.4,1,NA,NA,NA
2171,F32,0_hours,18,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.2,20.7,1,NA,NA,NA
2171,F32,0_hours,20,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.7,15.9,1,NA,NA,NA
2188,F32,0_hours,7,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205.4,8.1,1,NA,NA,NA
2188,F32,0_hours,14,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.5,20.4,1,NA,NA,NA
2188,F32,0_hours,17,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,10.2,1,NA,NA,NA
2188,F32,0_hours,18,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,18.4,1,NA,NA,NA
2188,F32,0_hours,19,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204.9,27.9,1,NA,NA,NA
2188,F32,0_hours,20,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212.8,20.1,1,NA,NA,NA
2189,F32,0_hours,5,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.7,12.4,1,NA,NA,NA
2189,F32,0_hours,9,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.3,0,1,NA,NA,NA
2189,F32,0_hours,9,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.6,0,1,NA,NA,NA
2189,F32,0_hours,12,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.3,20,1,NA,NA,NA
2189,F32,0_hours,18,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.5,20,1,NA,NA,NA
2189,F32,0_hours,22,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.6,2.8,1,NA,NA,NA
2189,F32,0_hours,23,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.9,11.8,1,NA,NA,NA
2189,F32,0_hours,25,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5,13.9,1,NA,NA,NA
2189,F32,0_hours,26,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.6,14.6,1,NA,NA,NA
3063,F34,0_hours,2,male,11.24,5.79,17.03,38.85,10057.56,581.33,2221.91,9169.88,14883.22,10057.56,6714.09,1842.09,1302.48,1845.60,2164.61,1561.29,1842.09,1718.49,12020.55,733.54,2630.38,10841.62,17951.13,12020.55,8039.17,93.7,4.4,1,0.44,0.29,0.15
3063,F34,0_hours,7,male,14.77,5.47,20.24,42.44,9767.26,316.90,1871.30,9073.63,14307.00,9767.26,6392.21,1958.54,893.18,1436.14,2223.19,1989.44,1958.54,1635.49,11228.40,375.86,2236.87,10404.74,16414.55,11228.40,7358.01,111.4,11,1,0.48,0.35,0.13
3063,F34,0_hours,8,male,9.09,4.56,13.65,38.74,10180.98,609.02,2235.69,9521.40,14683.55,10180.98,6762.41,1312.50,961.31,1194.88,1651.72,1061.57,1312.50,1217.37,10226.96,176.75,1968.41,9415.04,15100.82,10226.96,6665.25,99.4,13.6,1,0.35,0.23,0.12
3063,F34,0_hours,9,male,12.83,4.75,17.58,43.30,7892.67,352.13,1636.53,7195.74,11792.76,7892.67,5244.29,2533.65,1987.19,2537.51,2876.20,2212.33,2533.65,2403.31,10887.78,575.35,2169.22,9784.40,16442.69,10887.78,7242.92,116.6,7.3,1,0.41,0.30,0.11
3063,F34,0_hours,10,female,14.62,7.40,22.02,45.63,9456.49,542.39,2003.05,8433.43,14381.61,9456.49,6340.12,1889.27,1389.24,1780.96,2228.02,1625.67,1889.27,1755.97,11907.31,1466.31,2959.73,10543.32,17959.50,11907.31,8232.22,132.5,20.8,1,0.48,0.32,0.16
3063,F34,0_hours,13,male,12.65,4.73,17.38,39.68,7705.28,362.09,1656.28,6885.50,11738.03,7705.28,5160.47,1383.57,793.43,1197.75,1718.09,1164.06,1383.57,1218.33,9777.78,392.64,1899.05,8472.68,15351.41,9777.78,6528.94,105.1,7.4,1,0.44,0.32,0.12
3063,F34,0_hours,20,female,11.96,4.87,16.83,41.11,11321.09,487.88,2509.03,10450.71,16508.81,11321.09,7489.11,2262.72,1625.82,2154.35,2589.92,2012.15,2262.72,2095.56,11801.77,888.72,2773.52,10779.73,17307.21,11801.77,7937.30,107,5.9,1,0.41,0.29,0.12
3063,F34,0_hours,22,female,16.96,8.27,25.23,47.20,8924.03,373.07,1918.14,8264.87,13051.38,8924.03,5901.86,1701.30,852.56,1337.35,1997.62,1619.38,1701.30,1451.73,10965.51,584.47,2298.81,9898.66,16426.24,10965.51,7302.04,127.8,5.6,1,0.53,0.36,0.18
3063,F34,0_hours,24,female,14.35,6.30,20.65,42.43,11724.05,936.45,2669.57,10776.55,17111.68,11724.05,7873.56,2338.22,1462.77,1863.13,2617.04,2324.16,2338.22,2066.77,11914.79,630.54,2446.03,10899.29,17593.25,11914.79,7892.28,110,7.3,1,0.49,0.34,0.15
3065,F34,0_hours,2,male,12.04,4.31,16.35,46.22,8297.74,622.34,1872.37,7570.75,12304.58,8297.74,5592.51,1832.22,843.98,1548.10,2132.47,1705.98,1832.22,1557.63,9617.63,305.39,1802.20,8659.63,14572.24,9617.63,6334.87,110.2,13,1,0.35,0.26,0.09
3065,F34,0_hours,3,male,15.73,5.31,21.04,52.62,9107.94,381.84,1857.24,8205.85,13755.93,9107.94,6050.21,1921.45,1050.64,1510.88,2218.97,1852.94,1921.45,1658.36,9941.80,415.04,1886.15,8731.71,15403.51,9941.80,6609.10,131.9,2.4,1,0.40,0.30,0.10
3065,F34,0_hours,4,female,11.23,4.57,15.80,46.91,10660.73,313.72,2055.43,9827.89,15700.75,10660.73,6974.45,1758.59,1148.10,1635.03,2045.59,1592.82,1758.59,1605.38,11147.31,203.65,2032.15,10082.97,16790.20,11147.31,7277.24,101.5,6.5,1,0.34,0.24,0.10
3065,F34,0_hours,7,male,17.93,6.15,24.08,50.80,9008.91,359.06,1899.58,8073.62,13634.26,9008.91,5991.63,1866.11,989.67,1529.58,2150.42,1788.25,1866.11,1614.48,9877.79,452.54,1945.57,8644.99,15341.18,9877.79,6596.07,133.1,12.2,1,0.47,0.35,0.12
3065,F34,0_hours,9,female,9.95,2.23,12.18,36.63,8730.15,433.16,2199.90,8375.32,12151.46,8730.15,5789.96,2876.76,1264.35,1946.62,3044.11,3225.23,2876.76,2370.08,12910.17,585.09,2724.20,12162.20,18418.44,12910.17,8472.48,64.8,2.8,1,0.33,0.27,0.06
3065,F34,0_hours,12,male,11.37,3.29,14.66,39.26,7807.09,568.49,1912.46,7211.39,11404.11,7807.09,5274.11,1696.74,1008.24,1575.89,2049.75,1421.94,1696.74,1513.96,10882.49,375.34,2058.02,9840.83,16376.83,10882.49,7162.76,91.7,3.7,1,0.37,0.29,0.08
3065,F34,0_hours,18,male,10.83,1.43,12.26,39.58,5625.20,649.28,1714.28,5381.96,7852.48,5625.20,3899.50,1622.17,1148.57,1550.19,1964.94,1345.46,1622.17,1502.29,9913.24,541.25,1923.29,8894.94,15033.36,9913.24,6598.21,96.3,7.5,1,0.31,0.27,0.04
3072,F34,0_hours,4,male,13.28,5.43,18.71,44.25,7875.24,444.65,1721.08,7003.61,12028.12,7875.24,5299.37,1801.18,883.01,1485.62,2083.56,1727.36,1801.18,1544.88,8132.95,412.26,1660.52,7146.02,12624.45,8132.95,5460.81,134.8,6,1,0.42,0.30,0.12
